date,year,month,day,day_of_week,week_of_year,quarter,is_weekend,is_holiday,days_to_nearest_holiday,season,is_flu_season,flu_activity_index,is_allergy_season,baidu_flu_index,is_vbp_period,days_since_vbp1,days_since_vbp2
2020-10-17,2020,10,17,5,42,4,1,0,16,autumn,0,0.13,0,337,0,-1,-1
2020-10-18,2020,10,18,6,42,4,1,0,17,autumn,0,0.11,0,311,0,-1,-1
2020-10-19,2020,10,19,0,43,4,0,0,18,autumn,0,0.1,0,548,0,-1,-1
2020-10-20,2020,10,20,1,43,4,0,0,19,autumn,0,0.23,0,782,0,-1,-1
2020-10-21,2020,10,21,2,43,4,0,0,20,autumn,0,0.18,0,1005,0,-1,-1
2020-10-22,2020,10,22,3,43,4,0,0,21,autumn,0,0.09,0,711,0,-1,-1
2020-10-23,2020,10,23,4,43,4,0,0,22,autumn,0,0.23,0,636,0,-1,-1
2020-10-24,2020,10,24,5,43,4,1,0,23,autumn,0,0.18,0,437,0,-1,-1
2020-10-25,2020,10,25,6,43,4,1,0,24,autumn,0,0.22,0,925,0,-1,-1
2020-10-26,2020,10,26,0,44,4,0,0,25,autumn,0,0.21,0,472,0,-1,-1
2020-10-27,2020,10,27,1,44,4,0,0,26,autumn,0,0.08,0,886,0,-1,-1
2020-10-28,2020,10,28,2,44,4,0,0,27,autumn,0,0.1,0,523,0,-1,-1
2020-10-29,2020,10,29,3,44,4,0,0,28,autumn,0,0.22,0,992,0,-1,-1
2020-10-30,2020,10,30,4,44,4,0,0,29,autumn,0,0.2,0,800,0,-1,-1
2020-10-31,2020,10,31,5,44,4,1,0,30,autumn,0,0.15,0,591,0,-1,-1
2020-11-01,2020,11,1,6,44,4,1,0,31,autumn,1,0.93,0,1139,0,-1,-1
2020-11-02,2020,11,2,0,45,4,0,0,32,autumn,1,1.21,0,1397,0,-1,-1
2020-11-03,2020,11,3,1,45,4,0,0,33,autumn,1,0.76,0,1192,0,-1,-1
2020-11-04,2020,11,4,2,45,4,0,0,34,autumn,1,1.03,0,1340,0,-1,-1
2020-11-05,2020,11,5,3,45,4,0,0,35,autumn,1,0.85,0,1062,0,-1,-1
2020-11-06,2020,11,6,4,45,4,0,0,36,autumn,1,0.85,0,1145,0,-1,-1
2020-11-07,2020,11,7,5,45,4,1,0,37,autumn,1,1.16,0,1447,0,-1,-1
2020-11-08,2020,11,8,6,45,4,1,0,38,autumn,1,1.1,0,953,0,-1,-1
2020-11-09,2020,11,9,0,46,4,0,0,39,autumn,1,1.1,0,1468,0,-1,-1
2020-11-10,2020,11,10,1,46,4,0,0,40,autumn,1,1.21,0,1275,0,-1,-1
2020-11-11,2020,11,11,2,46,4,0,0,41,autumn,1,0.91,0,993,0,-1,-1
2020-11-12,2020,11,12,3,46,4,0,0,42,autumn,1,1.06,0,1013,0,-1,-1
2020-11-13,2020,11,13,4,46,4,0,0,43,autumn,1,0.83,0,802,0,-1,-1
2020-11-14,2020,11,14,5,46,4,1,0,44,autumn,1,0.98,0,1011,0,-1,-1
2020-11-15,2020,11,15,6,46,4,1,0,45,autumn,1,0.87,0,1053,0,-1,-1
2020-11-16,2020,11,16,0,47,4,0,0,46,autumn,1,0.92,0,1629,0,-1,-1
2020-11-17,2020,11,17,1,47,4,0,0,47,autumn,1,1.04,0,1229,0,-1,-1
2020-11-18,2020,11,18,2,47,4,0,0,48,autumn,1,0.7,0,1098,0,-1,-1
2020-11-19,2020,11,19,3,47,4,0,0,49,autumn,1,1.4,0,1702,0,-1,-1
2020-11-20,2020,11,20,4,47,4,0,0,50,autumn,1,0.66,0,1053,0,-1,-1
2020-11-21,2020,11,21,5,47,4,1,0,51,autumn,1,0.61,0,971,0,-1,-1
2020-11-22,2020,11,22,6,47,4,1,0,52,autumn,1,1.18,0,1203,0,-1,-1
2020-11-23,2020,11,23,0,48,4,0,0,53,autumn,1,1.09,0,1662,0,-1,-1
2020-11-24,2020,11,24,1,48,4,0,0,54,autumn,1,1.05,0,1701,0,-1,-1
2020-11-25,2020,11,25,2,48,4,0,0,55,autumn,1,1.05,0,1004,0,-1,-1
2020-11-26,2020,11,26,3,48,4,0,0,56,autumn,1,0.9,0,1013,0,-1,-1
2020-11-27,2020,11,27,4,48,4,0,0,57,autumn,1,0.68,0,992,0,-1,-1
2020-11-28,2020,11,28,5,48,4,1,0,58,autumn,1,0.92,0,1042,0,-1,-1
2020-11-29,2020,11,29,6,48,4,1,0,59,autumn,1,0.74,0,1191,0,-1,-1
2020-11-30,2020,11,30,0,49,4,0,0,60,autumn,1,1.13,0,1262,0,-1,-1
2020-12-01,2020,12,1,1,49,4,0,0,61,winter,1,1.16,0,1858,0,-1,-1
2020-12-02,2020,12,2,2,49,4,0,0,62,winter,1,0.95,0,1500,0,-1,-1
2020-12-03,2020,12,3,3,49,4,0,0,63,winter,1,1.1,0,1425,0,-1,-1
2020-12-04,2020,12,4,4,49,4,0,0,64,winter,1,1.32,0,1765,0,-1,-1
2020-12-05,2020,12,5,5,49,4,1,0,65,winter,1,1.03,0,1546,0,-1,-1
2020-12-06,2020,12,6,6,49,4,1,0,66,winter,1,0.95,0,1150,0,-1,-1
2020-12-07,2020,12,7,0,50,4,0,0,66,winter,1,1.27,0,1355,0,-1,-1
2020-12-08,2020,12,8,1,50,4,0,0,65,winter,1,1.27,0,1534,0,-1,-1
2020-12-09,2020,12,9,2,50,4,0,0,64,winter,1,1.05,0,1511,0,-1,-1
2020-12-10,2020,12,10,3,50,4,0,0,63,winter,1,1.06,0,1375,0,-1,-1
2020-12-11,2020,12,11,4,50,4,0,0,62,winter,1,1.27,0,1200,0,-1,-1
2020-12-12,2020,12,12,5,50,4,1,0,61,winter,1,0.77,0,952,0,-1,-1
2020-12-13,2020,12,13,6,50,4,1,0,60,winter,1,0.78,0,1107,0,-1,-1
2020-12-14,2020,12,14,0,51,4,0,0,59,winter,1,0.98,0,1272,0,-1,-1
2020-12-15,2020,12,15,1,51,4,0,0,58,winter,1,1.14,0,1803,0,-1,-1
2020-12-16,2020,12,16,2,51,4,0,0,57,winter,1,1.29,0,1257,0,-1,-1
2020-12-17,2020,12,17,3,51,4,0,0,56,winter,1,1.64,0,1915,0,-1,-1
2020-12-18,2020,12,18,4,51,4,0,0,55,winter,1,1.46,0,1964,0,-1,-1
2020-12-19,2020,12,19,5,51,4,1,0,54,winter,1,1.15,0,1876,0,-1,-1
2020-12-20,2020,12,20,6,51,4,1,0,53,winter,1,1.19,0,1375,0,-1,-1
2020-12-21,2020,12,21,0,52,4,0,0,52,winter,1,0.9,0,1318,0,-1,-1
2020-12-22,2020,12,22,1,52,4,0,0,51,winter,1,1.19,0,1570,0,-1,-1
2020-12-23,2020,12,23,2,52,4,0,0,50,winter,1,1.11,0,1430,0,-1,-1
2020-12-24,2020,12,24,3,52,4,0,0,49,winter,1,1.3,0,1518,0,-1,-1
2020-12-25,2020,12,25,4,52,4,0,0,48,winter,1,0.95,0,1349,0,-1,-1
2020-12-26,2020,12,26,5,52,4,1,0,47,winter,1,1.36,0,1078,0,-1,-1
2020-12-27,2020,12,27,6,52,4,1,0,46,winter,1,1.66,0,1964,0,-1,-1
2020-12-28,2020,12,28,0,53,4,0,0,45,winter,1,1.17,0,1459,0,-1,-1
2020-12-29,2020,12,29,1,53,4,0,0,44,winter,1,1.32,0,1512,0,-1,-1
2020-12-30,2020,12,30,2,53,4,0,0,43,winter,1,1.41,0,2035,0,-1,-1
2020-12-31,2020,12,31,3,53,4,0,0,42,winter,1,1.08,0,1229,0,-1,-1
2021-01-01,2021,1,1,4,53,1,0,0,41,winter,1,3.8,0,3461,0,-1,-1
2021-01-02,2021,1,2,5,53,1,1,0,40,winter,1,3.61,0,3787,0,-1,-1
2021-01-03,2021,1,3,6,53,1,1,0,39,winter,1,3.69,0,3284,0,-1,-1
2021-01-04,2021,1,4,0,1,1,0,0,38,winter,1,2.9,0,2713,0,-1,-1
2021-01-05,2021,1,5,1,1,1,0,0,37,winter,1,3.62,0,3368,0,-1,-1
2021-01-06,2021,1,6,2,1,1,0,0,36,winter,1,4.05,0,3907,0,-1,-1
2021-01-07,2021,1,7,3,1,1,0,0,35,winter,1,4.91,0,4466,0,-1,-1
2021-01-08,2021,1,8,4,1,1,0,0,34,winter,1,4.46,0,3812,0,-1,-1
2021-01-09,2021,1,9,5,1,1,1,0,33,winter,1,5.54,0,4824,0,-1,-1
2021-01-10,2021,1,10,6,1,1,1,0,32,winter,1,2.91,0,2706,0,-1,-1
2021-01-11,2021,1,11,0,2,1,0,0,31,winter,1,4.39,0,3993,0,-1,-1
2021-01-12,2021,1,12,1,2,1,0,0,30,winter,1,3.77,0,3597,0,-1,-1
2021-01-13,2021,1,13,2,2,1,0,0,29,winter,1,5.57,0,5040,0,-1,-1
2021-01-14,2021,1,14,3,2,1,0,0,28,winter,1,2.87,0,2443,0,-1,-1
2021-01-15,2021,1,15,4,2,1,0,0,27,winter,1,2.84,0,2988,0,-1,-1
2021-01-16,2021,1,16,5,2,1,1,0,26,winter,1,3.06,0,2999,0,-1,-1
2021-01-17,2021,1,17,6,2,1,1,0,25,winter,1,1.69,0,2128,0,-1,-1
2021-01-18,2021,1,18,0,3,1,0,0,24,winter,1,3.13,0,3090,0,-1,-1
2021-01-19,2021,1,19,1,3,1,0,0,23,winter,1,2.92,0,3054,0,-1,-1
2021-01-20,2021,1,20,2,3,1,0,0,22,winter,1,3.74,0,3582,0,-1,-1
2021-01-21,2021,1,21,3,3,1,0,0,21,winter,1,3.91,0,5780,0,-1,-1
2021-01-22,2021,1,22,4,3,1,0,0,20,winter,1,5.29,0,4835,0,-1,-1
2021-01-23,2021,1,23,5,3,1,1,0,19,winter,1,4.46,0,4045,0,-1,-1
2021-01-24,2021,1,24,6,3,1,1,0,18,winter,1,3.08,0,3419,0,-1,-1
2021-01-25,2021,1,25,0,4,1,0,0,17,winter,1,2.79,0,2911,0,-1,-1
2021-01-26,2021,1,26,1,4,1,0,0,16,winter,1,4.04,0,3849,0,-1,-1
2021-01-27,2021,1,27,2,4,1,0,0,15,winter,1,2.41,0,2174,0,-1,-1
2021-01-28,2021,1,28,3,4,1,0,0,14,winter,1,5.25,0,4441,0,-1,-1
2021-01-29,2021,1,29,4,4,1,0,0,13,winter,1,4.66,0,4288,0,-1,-1
2021-01-30,2021,1,30,5,4,1,1,0,12,winter,1,3.18,0,3071,0,-1,-1
2021-01-31,2021,1,31,6,4,1,1,0,11,winter,1,2.06,0,2024,0,-1,-1
2021-02-01,2021,2,1,0,5,1,0,0,10,winter,1,4.82,0,4383,0,-1,-1
2021-02-02,2021,2,2,1,5,1,0,0,9,winter,1,3.5,0,3615,0,-1,-1
2021-02-03,2021,2,3,2,5,1,0,0,8,winter,1,4.71,0,4410,0,-1,-1
2021-02-04,2021,2,4,3,5,1,0,0,7,winter,1,2.17,0,2004,0,-1,-1
2021-02-05,2021,2,5,4,5,1,0,0,6,winter,1,3.06,0,2926,0,-1,-1
2021-02-06,2021,2,6,5,5,1,1,0,5,winter,1,3.6,0,3223,0,-1,-1
2021-02-07,2021,2,7,6,5,1,1,0,4,winter,1,3.64,0,3336,0,-1,-1
2021-02-08,2021,2,8,0,6,1,0,0,3,winter,1,3.19,0,2973,0,-1,-1
2021-02-09,2021,2,9,1,6,1,0,0,2,winter,1,4.16,0,3733,0,-1,-1
2021-02-10,2021,2,10,2,6,1,0,0,1,winter,1,2.64,0,2360,0,-1,-1
2021-02-11,2021,2,11,3,6,1,0,1,0,winter,1,3.47,0,3252,0,-1,-1
2021-02-12,2021,2,12,4,6,1,0,0,1,winter,1,3.71,0,3354,0,-1,-1
2021-02-13,2021,2,13,5,6,1,1,0,2,winter,1,4.06,0,3165,0,-1,-1
2021-02-14,2021,2,14,6,6,1,1,0,3,winter,1,4.24,0,4303,0,-1,-1
2021-02-15,2021,2,15,0,7,1,0,0,4,winter,1,2.59,0,2788,0,-1,-1
2021-02-16,2021,2,16,1,7,1,0,0,5,winter,1,2.22,0,2200,0,-1,-1
2021-02-17,2021,2,17,2,7,1,0,0,6,winter,1,4.75,0,4304,0,-1,-1
2021-02-18,2021,2,18,3,7,1,0,0,7,winter,1,3.9,0,3385,0,-1,-1
2021-02-19,2021,2,19,4,7,1,0,0,8,winter,1,2.93,0,3180,0,-1,-1
2021-02-20,2021,2,20,5,7,1,1,0,9,winter,1,5.0,0,4876,0,-1,-1
2021-02-21,2021,2,21,6,7,1,1,0,10,winter,1,3.7,0,3495,0,-1,-1
2021-02-22,2021,2,22,0,8,1,0,0,11,winter,1,4.66,0,7046,0,-1,-1
2021-02-23,2021,2,23,1,8,1,0,0,12,winter,1,3.66,0,3464,0,-1,-1
2021-02-24,2021,2,24,2,8,1,0,0,13,winter,1,5.45,0,4596,0,-1,-1
2021-02-25,2021,2,25,3,8,1,0,0,14,winter,1,5.18,0,4561,0,-1,-1
2021-02-26,2021,2,26,4,8,1,0,0,15,winter,1,3.38,0,3227,0,-1,-1
2021-02-27,2021,2,27,5,8,1,1,0,16,winter,1,4.47,0,3989,0,-1,-1
2021-02-28,2021,2,28,6,8,1,1,0,17,winter,1,4.18,0,3801,0,-1,-1
2021-03-01,2021,3,1,0,9,1,0,0,18,spring,1,2.46,1,2447,0,-1,-1
2021-03-02,2021,3,2,1,9,1,0,0,19,spring,1,1.34,1,1553,0,-1,-1
2021-03-03,2021,3,3,2,9,1,0,0,20,spring,1,2.13,1,2214,0,-1,-1
2021-03-04,2021,3,4,3,9,1,0,0,21,spring,1,2.31,1,2134,0,-1,-1
2021-03-05,2021,3,5,4,9,1,0,0,22,spring,1,0.96,1,1121,0,-1,-1
2021-03-06,2021,3,6,5,9,1,1,0,23,spring,1,1.23,1,1229,0,-1,-1
2021-03-07,2021,3,7,6,9,1,1,0,24,spring,1,0.82,1,1352,0,-1,-1
2021-03-08,2021,3,8,0,10,1,0,0,25,spring,1,1.67,1,1415,0,-1,-1
2021-03-09,2021,3,9,1,10,1,0,0,25,spring,1,2.14,1,2446,0,-1,-1
2021-03-10,2021,3,10,2,10,1,0,0,24,spring,1,2.52,1,2794,0,-1,-1
2021-03-11,2021,3,11,3,10,1,0,0,23,spring,1,1.84,1,1908,0,-1,-1
2021-03-12,2021,3,12,4,10,1,0,0,22,spring,1,2.58,1,2045,0,-1,-1
2021-03-13,2021,3,13,5,10,1,1,0,21,spring,1,1.14,1,1338,0,-1,-1
2021-03-14,2021,3,14,6,10,1,1,0,20,spring,1,0.98,1,1273,0,-1,-1
2021-03-15,2021,3,15,0,11,1,0,0,19,spring,1,1.77,1,1717,0,-1,-1
2021-03-16,2021,3,16,1,11,1,0,0,18,spring,1,1.98,1,1984,0,-1,-1
2021-03-17,2021,3,17,2,11,1,0,0,17,spring,1,1.78,1,2233,0,-1,-1
2021-03-18,2021,3,18,3,11,1,0,0,16,spring,1,0.81,1,1279,0,-1,-1
2021-03-19,2021,3,19,4,11,1,0,0,15,spring,1,1.76,1,1721,0,-1,-1
2021-03-20,2021,3,20,5,11,1,1,0,14,spring,1,1.17,1,1120,0,-1,-1
2021-03-21,2021,3,21,6,11,1,1,0,13,spring,1,2.12,1,2132,0,-1,-1
2021-03-22,2021,3,22,0,12,1,0,0,12,spring,1,1.98,1,2038,0,-1,-1
2021-03-23,2021,3,23,1,12,1,0,0,11,spring,1,1.35,1,1678,0,-1,-1
2021-03-24,2021,3,24,2,12,1,0,0,10,spring,1,1.55,1,1636,0,-1,-1
2021-03-25,2021,3,25,3,12,1,0,0,9,spring,1,1.29,1,1636,0,-1,-1
2021-03-26,2021,3,26,4,12,1,0,0,8,spring,1,1.77,1,2303,0,-1,-1
2021-03-27,2021,3,27,5,12,1,1,0,7,spring,1,2.26,1,2470,0,-1,-1
2021-03-28,2021,3,28,6,12,1,1,0,6,spring,1,1.33,1,1552,0,-1,-1
2021-03-29,2021,3,29,0,13,1,0,0,5,spring,1,2.04,1,2097,0,-1,-1
2021-03-30,2021,3,30,1,13,1,0,0,4,spring,1,1.55,1,1665,0,-1,-1
2021-03-31,2021,3,31,2,13,1,0,0,3,spring,1,1.42,1,1872,0,-1,-1
2021-04-01,2021,4,1,3,13,2,0,0,2,spring,0,0.28,1,599,0,-1,-1
2021-04-02,2021,4,2,4,13,2,0,0,1,spring,0,0.11,1,600,0,-1,-1
2021-04-03,2021,4,3,5,13,2,1,1,0,spring,0,0.2,1,671,0,-1,-1
2021-04-04,2021,4,4,6,13,2,1,0,1,spring,0,0.08,1,467,0,-1,-1
2021-04-05,2021,4,5,0,14,2,0,0,2,spring,0,0.65,1,748,0,-1,-1
2021-04-06,2021,4,6,1,14,2,0,0,3,spring,0,0.31,1,810,0,-1,-1
2021-04-07,2021,4,7,2,14,2,0,0,4,spring,0,0.17,1,627,0,-1,-1
2021-04-08,2021,4,8,3,14,2,0,0,5,spring,0,0.34,1,871,0,-1,-1
2021-04-09,2021,4,9,4,14,2,0,0,6,spring,0,0.28,1,617,0,-1,-1
2021-04-10,2021,4,10,5,14,2,1,0,7,spring,0,0.26,1,952,0,-1,-1
2021-04-11,2021,4,11,6,14,2,1,0,8,spring,0,0.41,1,653,0,-1,-1
2021-04-12,2021,4,12,0,15,2,0,0,9,spring,0,0.44,1,1191,0,-1,-1
2021-04-13,2021,4,13,1,15,2,0,0,10,spring,0,0.2,1,314,0,-1,-1
2021-04-14,2021,4,14,2,15,2,0,0,11,spring,0,0.2,1,744,0,-1,-1
2021-04-15,2021,4,15,3,15,2,0,0,12,spring,0,0.25,1,795,0,-1,-1
2021-04-16,2021,4,16,4,15,2,0,0,13,spring,0,0.0,1,341,0,-1,-1
2021-04-17,2021,4,17,5,15,2,1,0,14,spring,0,0.03,1,607,0,-1,-1
2021-04-18,2021,4,18,6,15,2,1,0,13,spring,0,0.55,1,1193,0,-1,-1
2021-04-19,2021,4,19,0,16,2,0,0,12,spring,0,0.6,1,534,0,-1,-1
2021-04-20,2021,4,20,1,16,2,0,0,11,spring,0,0.26,1,805,0,-1,-1
2021-04-21,2021,4,21,2,16,2,0,0,10,spring,0,0.4,1,324,0,-1,-1
2021-04-22,2021,4,22,3,16,2,0,0,9,spring,0,0.36,1,592,0,-1,-1
2021-04-23,2021,4,23,4,16,2,0,0,8,spring,0,0.85,1,1509,0,-1,-1
2021-04-24,2021,4,24,5,16,2,1,0,7,spring,0,0.5,1,785,0,-1,-1
2021-04-25,2021,4,25,6,16,2,1,0,6,spring,0,0.28,1,487,0,-1,-1
2021-04-26,2021,4,26,0,17,2,0,0,5,spring,0,0.13,1,563,0,-1,-1
2021-04-27,2021,4,27,1,17,2,0,0,4,spring,0,0.01,1,922,0,-1,-1
2021-04-28,2021,4,28,2,17,2,0,0,3,spring,0,0.34,1,403,0,-1,-1
2021-04-29,2021,4,29,3,17,2,0,0,2,spring,0,0.16,1,421,0,-1,-1
2021-04-30,2021,4,30,4,17,2,0,0,1,spring,0,0.04,1,835,0,-1,-1
2021-05-01,2021,5,1,5,17,2,1,1,0,spring,0,0.18,1,1018,0,-1,-1
2021-05-02,2021,5,2,6,17,2,1,0,1,spring,0,0.11,1,564,0,-1,-1
2021-05-03,2021,5,3,0,18,2,0,0,2,spring,0,0.6,1,735,0,-1,-1
2021-05-04,2021,5,4,1,18,2,0,0,3,spring,0,0.46,1,1286,0,-1,-1
2021-05-05,2021,5,5,2,18,2,0,0,4,spring,0,0.3,1,1058,0,-1,-1
2021-05-06,2021,5,6,3,18,2,0,0,5,spring,0,0.57,1,1089,0,-1,-1
2021-05-07,2021,5,7,4,18,2,0,0,6,spring,0,0.31,1,589,0,-1,-1
2021-05-08,2021,5,8,5,18,2,1,0,7,spring,0,0.14,1,606,0,-1,-1
2021-05-09,2021,5,9,6,18,2,1,0,8,spring,0,0.57,1,927,0,-1,-1
2021-05-10,2021,5,10,0,19,2,0,0,9,spring,0,0.4,1,884,0,-1,-1
2021-05-11,2021,5,11,1,19,2,0,0,10,spring,0,0.11,1,881,0,-1,-1
2021-05-12,2021,5,12,2,19,2,0,0,11,spring,0,0.27,1,888,0,-1,-1
2021-05-13,2021,5,13,3,19,2,0,0,12,spring,0,0.14,1,398,0,-1,-1
2021-05-14,2021,5,14,4,19,2,0,0,13,spring,0,0.05,1,816,0,-1,-1
2021-05-15,2021,5,15,5,19,2,1,0,14,spring,0,0.47,1,936,0,-1,-1
2021-05-16,2021,5,16,6,19,2,1,0,15,spring,0,0.64,1,1152,0,-1,-1
2021-05-17,2021,5,17,0,20,2,0,0,16,spring,0,0.05,1,832,0,-1,-1
2021-05-18,2021,5,18,1,20,2,0,0,17,spring,0,0.4,1,599,0,-1,-1
2021-05-19,2021,5,19,2,20,2,0,0,18,spring,0,0.18,1,639,0,-1,-1
2021-05-20,2021,5,20,3,20,2,0,0,19,spring,0,0.21,1,564,0,-1,-1
2021-05-21,2021,5,21,4,20,2,0,0,20,spring,0,0.19,1,341,0,-1,-1
2021-05-22,2021,5,22,5,20,2,1,0,21,spring,0,0.14,1,685,0,-1,-1
2021-05-23,2021,5,23,6,20,2,1,0,22,spring,0,0.31,1,1249,0,-1,-1
2021-05-24,2021,5,24,0,21,2,0,0,21,spring,0,0.15,1,252,0,-1,-1
2021-05-25,2021,5,25,1,21,2,0,0,20,spring,0,0.35,1,772,0,-1,-1
2021-05-26,2021,5,26,2,21,2,0,0,19,spring,0,0.29,1,861,0,-1,-1
2021-05-27,2021,5,27,3,21,2,0,0,18,spring,0,0.26,1,730,0,-1,-1
2021-05-28,2021,5,28,4,21,2,0,0,17,spring,0,0.14,1,587,0,-1,-1
2021-05-29,2021,5,29,5,21,2,1,0,16,spring,0,0.2,1,397,0,-1,-1
2021-05-30,2021,5,30,6,21,2,1,0,15,spring,0,0.44,1,895,0,-1,-1
2021-05-31,2021,5,31,0,22,2,0,0,14,spring,0,0.39,1,661,0,-1,-1
2021-06-01,2021,6,1,1,22,2,0,0,13,summer,0,0.12,0,161,1,0,-1
2021-06-02,2021,6,2,2,22,2,0,0,12,summer,0,0.32,0,993,1,1,-1
2021-06-03,2021,6,3,3,22,2,0,0,11,summer,0,0.44,0,1040,1,2,-1
2021-06-04,2021,6,4,4,22,2,0,0,10,summer,0,0.0,0,510,1,3,-1
2021-06-05,2021,6,5,5,22,2,1,0,9,summer,0,0.4,0,864,1,4,-1
2021-06-06,2021,6,6,6,22,2,1,0,8,summer,0,0.18,0,859,1,5,-1
2021-06-07,2021,6,7,0,23,2,0,0,7,summer,0,0.4,0,867,1,6,-1
2021-06-08,2021,6,8,1,23,2,0,0,6,summer,0,0.16,0,811,1,7,-1
2021-06-09,2021,6,9,2,23,2,0,0,5,summer,0,0.0,0,441,1,8,-1
2021-06-10,2021,6,10,3,23,2,0,0,4,summer,0,0.01,0,768,1,9,-1
2021-06-11,2021,6,11,4,23,2,0,0,3,summer,0,0.31,0,811,1,10,-1
2021-06-12,2021,6,12,5,23,2,1,0,2,summer,0,0.35,0,816,1,11,-1
2021-06-13,2021,6,13,6,23,2,1,0,1,summer,0,0.14,0,356,1,12,-1
2021-06-14,2021,6,14,0,24,2,0,1,0,summer,0,0.41,0,889,1,13,-1
2021-06-15,2021,6,15,1,24,2,0,0,1,summer,0,0.0,0,334,1,14,-1
2021-06-16,2021,6,16,2,24,2,0,0,2,summer,0,0.29,0,603,1,15,-1
2021-06-17,2021,6,17,3,24,2,0,0,3,summer,0,0.08,0,403,1,16,-1
2021-06-18,2021,6,18,4,24,2,0,0,4,summer,0,0.18,0,433,1,17,-1
2021-06-19,2021,6,19,5,24,2,1,0,5,summer,0,0.31,0,1172,1,18,-1
2021-06-20,2021,6,20,6,24,2,1,0,6,summer,0,0.15,0,882,1,19,-1
2021-06-21,2021,6,21,0,25,2,0,0,7,summer,0,0.23,0,1069,1,20,-1
2021-06-22,2021,6,22,1,25,2,0,0,8,summer,0,0.48,0,640,1,21,-1
2021-06-23,2021,6,23,2,25,2,0,0,9,summer,0,0.2,0,671,1,22,-1
2021-06-24,2021,6,24,3,25,2,0,0,10,summer,0,0.45,0,602,1,23,-1
2021-06-25,2021,6,25,4,25,2,0,0,11,summer,0,0.1,0,438,1,24,-1
2021-06-26,2021,6,26,5,25,2,1,0,12,summer,0,0.4,0,633,1,25,-1
2021-06-27,2021,6,27,6,25,2,1,0,13,summer,0,0.56,0,1196,1,26,-1
2021-06-28,2021,6,28,0,26,2,0,0,14,summer,0,0.0,0,421,1,27,-1
2021-06-29,2021,6,29,1,26,2,0,0,15,summer,0,0.16,0,839,1,28,-1
2021-06-30,2021,6,30,2,26,2,0,0,16,summer,0,0.4,0,944,1,29,-1
2021-07-01,2021,7,1,3,26,3,0,0,17,summer,0,0.26,0,1171,1,30,-1
2021-07-02,2021,7,2,4,26,3,0,0,18,summer,0,0.37,0,498,1,31,-1
2021-07-03,2021,7,3,5,26,3,1,0,19,summer,0,0.19,0,905,1,32,-1
2021-07-04,2021,7,4,6,26,3,1,0,20,summer,0,0.32,0,982,1,33,-1
2021-07-05,2021,7,5,0,27,3,0,0,21,summer,0,0.27,0,523,1,34,-1
2021-07-06,2021,7,6,1,27,3,0,0,22,summer,0,0.51,0,1110,1,35,-1
2021-07-07,2021,7,7,2,27,3,0,0,23,summer,0,0.35,0,844,1,36,-1
2021-07-08,2021,7,8,3,27,3,0,0,24,summer,0,0.36,0,743,1,37,-1
2021-07-09,2021,7,9,4,27,3,0,0,25,summer,0,0.23,0,516,1,38,-1
2021-07-10,2021,7,10,5,27,3,1,0,26,summer,0,0.21,0,526,1,39,-1
2021-07-11,2021,7,11,6,27,3,1,0,27,summer,0,0.22,0,1088,1,40,-1
2021-07-12,2021,7,12,0,28,3,0,0,28,summer,0,0.37,0,797,1,41,-1
2021-07-13,2021,7,13,1,28,3,0,0,29,summer,0,0.22,0,836,1,42,-1
2021-07-14,2021,7,14,2,28,3,0,0,30,summer,0,0.35,0,624,1,43,-1
2021-07-15,2021,7,15,3,28,3,0,0,31,summer,0,0.67,0,883,1,44,-1
2021-07-16,2021,7,16,4,28,3,0,0,32,summer,0,0.46,0,1082,1,45,-1
2021-07-17,2021,7,17,5,28,3,1,0,33,summer,0,0.24,0,423,1,46,-1
2021-07-18,2021,7,18,6,28,3,1,0,34,summer,0,0.52,0,830,1,47,-1
2021-07-19,2021,7,19,0,29,3,0,0,35,summer,0,0.23,0,688,1,48,-1
2021-07-20,2021,7,20,1,29,3,0,0,36,summer,0,0.0,0,522,1,49,-1
2021-07-21,2021,7,21,2,29,3,0,0,37,summer,0,0.12,0,559,1,50,-1
2021-07-22,2021,7,22,3,29,3,0,0,38,summer,0,0.0,0,579,1,51,-1
2021-07-23,2021,7,23,4,29,3,0,0,39,summer,0,0.24,0,828,1,52,-1
2021-07-24,2021,7,24,5,29,3,1,0,40,summer,0,0.3,0,890,1,53,-1
2021-07-25,2021,7,25,6,29,3,1,0,41,summer,0,0.6,0,784,1,54,-1
2021-07-26,2021,7,26,0,30,3,0,0,42,summer,0,0.36,0,730,1,55,-1
2021-07-27,2021,7,27,1,30,3,0,0,43,summer,0,0.26,0,947,1,56,-1
2021-07-28,2021,7,28,2,30,3,0,0,44,summer,0,0.45,0,1038,1,57,-1
2021-07-29,2021,7,29,3,30,3,0,0,45,summer,0,0.0,0,225,1,58,-1
2021-07-30,2021,7,30,4,30,3,0,0,46,summer,0,0.34,0,844,1,59,-1
2021-07-31,2021,7,31,5,30,3,1,0,47,summer,0,0.44,0,455,1,60,-1
2021-08-01,2021,8,1,6,30,3,1,0,48,summer,0,0.03,0,536,1,61,-1
2021-08-02,2021,8,2,0,31,3,0,0,49,summer,0,0.51,0,1284,1,62,-1
2021-08-03,2021,8,3,1,31,3,0,0,50,summer,0,0.36,0,599,1,63,-1
2021-08-04,2021,8,4,2,31,3,0,0,51,summer,0,0.23,0,513,1,64,-1
