sku_id,channel,nonzero_ratio,croston_forecast,sba_forecast,rmse_croston,rmse_sba,mae_croston,mae_sba,mape_croston,mape_sba
SKU-0084,hospital,1.0,6.3724,6.0538,2.5657,2.6264,2.0013,1.8692,28.81,25.29
SKU-0084,chain,1.0,8.698,8.2631,3.1427,3.193,2.6015,2.4211,30.13,26.55
SKU-0084,independent,1.0,4.8648,4.6216,1.617,1.6443,1.3246,1.2322,28.32,25.01
SKU-0085,total,1.0,9.0509,8.5984,2.6657,2.6848,2.1082,1.953,25.58,22.59
SKU-0085,hospital,1.0,2.6039,2.4738,0.8252,0.8179,0.7145,0.6716,29.42,26.3
SKU-0085,chain,1.0,4.1213,3.9152,1.2124,1.227,0.9034,0.8745,24.69,22.8
SKU-0085,independent,0.988,2.3257,2.2094,0.7626,0.7737,0.5695,0.5059,20.65,16.92
SKU-0087,total,1.0,19.0632,18.1101,5.9449,6.2556,4.1059,3.9868,19.95,18.33
SKU-0087,hospital,1.0,6.7625,6.4244,2.0604,2.1636,1.4723,1.4356,20.15,18.6
SKU-0087,chain,1.0,6.2706,5.9571,2.1151,2.2306,1.4066,1.3395,19.21,17.21
SKU-0087,independent,1.0,6.0301,5.7286,1.8402,1.9271,1.287,1.3436,23.07,22.87
SKU-0088,total,1.0,29.5465,28.0692,13.8294,14.1092,11.4694,10.9025,35.32,31.64
SKU-0088,hospital,1.0,7.9222,7.5261,3.5569,3.622,3.0012,2.8492,35.17,31.49
SKU-0088,chain,1.0,13.2899,12.6254,6.1299,6.2412,5.1492,4.8931,36.09,32.36
SKU-0088,independent,1.0,8.3344,7.9177,4.179,4.2794,3.3279,3.1776,34.71,31.17
SKU-0089,total,1.0,24.881,23.6369,9.8043,10.1826,7.3356,6.9547,25.6,22.78
SKU-0089,hospital,1.0,8.5466,8.1193,3.1804,3.2657,2.586,2.437,29.09,25.89
SKU-0089,chain,1.0,9.7095,9.224,3.7051,3.8135,2.9537,2.805,28.45,25.5
SKU-0089,independent,1.0,6.6248,6.2936,3.067,3.2307,2.001,2.0601,21.57,21.39
SKU-0092,total,1.0,37.1023,35.2472,15.6332,16.1828,12.1709,11.6077,28.26,25.33
SKU-0092,hospital,1.0,13.7574,13.0696,5.9742,6.2111,4.4596,4.2569,26.97,24.14
SKU-0092,chain,1.0,11.2491,10.6866,4.9144,5.1233,3.5976,3.429,25.51,22.74
SKU-0092,independent,1.0,12.0958,11.491,4.8672,4.9597,4.1577,3.9465,33.63,30.2
SKU-0093,total,1.0,5.6419,5.3598,3.2177,3.3195,1.9997,1.9002,27.02,23.91
SKU-0093,hospital,0.988,2.1255,2.0192,0.847,0.8845,0.4852,0.4337,14.61,11.49
SKU-0093,chain,0.988,2.2437,2.1315,1.1078,1.1435,0.7064,0.6542,20.69,17.36
SKU-0093,independent,1.0,1.2727,1.2091,1.3307,1.3551,0.852,0.8296,37.1,33.48
SKU-0094,total,1.0,8.2861,7.8718,3.2587,3.364,2.4284,2.2878,25.99,22.99
SKU-0094,hospital,1.0,3.4017,3.2316,1.1619,1.206,0.834,0.7615,21.36,18.16
SKU-0094,chain,1.0,3.5331,3.3564,1.3005,1.3426,0.9865,0.9242,24.85,21.84
SKU-0094,independent,0.99,1.3514,1.2838,0.8537,0.8709,0.6652,0.6442,38.65,35.2
SKU-0096,total,1.0,40.557,38.5292,13.3337,13.7669,11.2149,10.6561,26.78,24.07
SKU-0096,hospital,1.0,14.1283,13.4219,4.7081,4.8898,3.8538,3.6753,25.2,22.68
SKU-0096,chain,1.0,15.055,14.3023,4.883,4.999,4.2375,4.0243,28.05,25.23
SKU-0096,independent,1.0,11.3737,10.805,3.7887,3.9213,3.1285,2.9694,27.91,25.12
SKU-0097,total,1.0,7.8823,7.4882,3.0664,3.1415,2.3045,2.1624,27.33,24.16
SKU-0097,hospital,1.0,2.3584,2.2405,0.6821,0.6916,0.546,0.4907,22.15,18.69
SKU-0097,chain,1.0,2.9501,2.8026,1.2303,1.2674,0.8521,0.9076,27.22,27.74
SKU-0097,independent,0.99,2.5739,2.4452,1.2591,1.2817,0.982,0.9357,32.0,28.63
SKU-0098,total,1.0,44.1161,41.9103,13.7048,14.2962,10.466,9.7136,21.79,19.0
SKU-0098,hospital,1.0,14.2809,13.5669,4.4298,4.6264,3.3749,3.1313,21.5,18.72
SKU-0098,chain,1.0,18.8698,17.9263,5.7665,5.9778,4.537,4.2152,22.67,19.83
SKU-0098,independent,1.0,10.9654,10.4172,3.5547,3.7341,2.5556,2.3919,21.04,18.5
SKU-0099,total,1.0,50.8069,48.2666,12.7446,12.5131,11.4727,10.5763,27.15,24.03
SKU-0099,hospital,1.0,13.4231,12.752,3.3687,3.3142,3.0137,2.771,27.17,24.0
SKU-0099,chain,1.0,22.0011,20.901,5.5435,5.447,4.9733,4.5907,27.04,23.95
SKU-0099,independent,1.0,15.3827,14.6136,3.8673,3.7874,3.4888,3.2176,27.54,24.4
SKU-0100,total,1.0,27.3173,25.9515,10.924,11.4432,6.8284,6.2678,19.37,16.35
SKU-0100,hospital,1.0,8.9999,8.5499,3.4111,3.5446,2.3604,2.1668,21.98,18.73
SKU-0100,chain,1.0,11.2631,10.7,4.2817,4.4456,2.9582,2.7159,22.29,19.03
SKU-0100,independent,1.0,7.0543,6.7016,3.3929,3.5899,2.0376,2.306,19.6,22.45
SKU-0101,total,1.0,64.0481,60.8456,19.2905,19.2542,17.0238,15.772,30.19,26.73
SKU-0101,hospital,1.0,22.9265,21.7802,6.9128,6.9005,6.0914,5.6469,30.46,26.99
SKU-0101,chain,1.0,27.4653,26.092,8.2669,8.2515,7.286,6.7481,30.39,26.92
SKU-0101,independent,1.0,13.6563,12.9735,4.1404,4.1319,3.6521,3.379,29.83,26.34
SKU-0102,total,1.0,29.125,27.6688,14.0006,14.5724,10.1017,9.7079,26.42,23.75
SKU-0102,hospital,1.0,9.5634,9.0853,4.4417,4.6043,3.37,3.2254,28.26,25.34
SKU-0102,chain,1.0,10.9006,10.3555,5.117,5.3256,3.7118,3.566,26.37,23.71
SKU-0102,independent,1.0,8.661,8.2279,4.4862,4.6821,3.0353,2.9195,25.15,22.56
SKU-0104,total,1.0,44.3475,42.1302,12.6282,12.8584,10.4567,9.6051,24.38,21.25
SKU-0104,hospital,1.0,11.3665,10.7981,3.206,3.2863,2.5866,2.3641,23.11,20.0
SKU-0104,chain,1.0,17.5092,16.6337,4.8759,4.9085,4.1686,3.8195,25.69,22.42
SKU-0104,independent,1.0,15.4719,14.6983,4.5963,4.7098,3.7176,3.4223,24.13,21.02
SKU-0105,total,1.0,29.1247,27.6684,12.5816,12.7822,10.7746,10.2448,36.58,32.93
SKU-0105,hospital,1.0,10.725,10.1887,4.4112,4.4656,3.8483,3.6509,36.18,32.53
SKU-0105,chain,1.0,9.9291,9.4327,4.4227,4.5182,3.6547,3.4757,35.42,31.84
SKU-0105,independent,1.0,8.4706,8.0471,3.7878,3.8364,3.2742,3.1199,39.22,35.44
SKU-0106,total,1.0,30.8437,29.3015,21.8554,22.5452,15.0395,14.645,31.18,28.34
SKU-0106,hospital,1.0,9.562,9.0839,6.9853,7.2148,4.6263,4.504,28.57,25.87
SKU-0106,chain,1.0,13.0901,12.4356,9.5156,9.8214,6.3835,6.2122,30.56,27.72
SKU-0106,independent,1.0,8.1916,7.782,5.4237,5.5731,4.0476,3.9287,37.14,33.84
SKU-0108,total,1.0,17.7493,16.8618,4.9292,5.2135,3.4379,3.3714,19.06,17.75
SKU-0108,hospital,1.0,6.2609,5.9479,1.675,1.7684,1.1521,1.0944,18.98,17.15
SKU-0108,chain,1.0,8.1059,7.7006,2.1834,2.3031,1.5025,1.5475,18.95,18.59
SKU-0108,independent,1.0,3.3825,3.2133,1.1664,1.2297,0.8748,0.8453,22.94,20.92
SKU-0109,total,1.0,46.3128,43.9972,14.9465,15.4203,11.6062,10.7725,23.61,20.63
SKU-0109,hospital,1.0,12.3407,11.7237,4.0533,4.1904,3.0979,2.9268,23.55,21.01
SKU-0109,chain,1.0,19.2012,18.2411,6.1856,6.3798,4.8105,4.4728,23.57,20.64
SKU-0109,independent,1.0,14.7709,14.0324,4.7481,4.8892,3.7055,3.4307,23.98,20.92
SKU-0110,total,1.0,16.7035,15.8684,5.246,5.0268,4.842,4.4432,36.39,32.18
SKU-0110,hospital,1.0,6.8806,6.5365,2.1321,2.032,1.9872,1.8218,35.72,31.53
SKU-0110,chain,1.0,5.5314,5.2548,1.8306,1.7635,1.674,1.5411,39.4,35.03
SKU-0110,independent,1.0,4.2916,4.077,1.3494,1.2998,1.1991,1.0968,35.89,31.71
SKU-0111,total,1.0,50.0251,47.5238,15.1359,14.9825,13.7522,12.7956,31.26,27.79
SKU-0111,hospital,1.0,17.5687,16.6902,5.2955,5.2344,4.8251,4.4906,31.32,27.86
SKU-0111,chain,1.0,19.7649,18.7766,5.9572,5.8924,5.4069,5.0308,31.31,27.85
SKU-0111,independent,1.0,12.6916,12.057,3.9188,3.8914,3.5265,3.2781,31.41,27.88
SKU-0113,total,1.0,49.4864,47.0121,18.512,18.13,17.7472,16.8937,45.46,41.46
SKU-0113,hospital,1.0,21.8765,20.7827,8.1509,7.9816,7.8024,7.4259,45.75,41.75
SKU-0113,chain,1.0,18.8591,17.9161,7.0729,6.942,6.7615,6.4365,44.81,40.84
SKU-0113,independent,1.0,8.7508,8.3133,3.3395,3.2589,3.1834,3.0325,47.49,43.39
SKU-0114,total,1.0,3.876,3.6822,1.9057,1.9311,1.388,1.3159,32.47,28.99
SKU-0114,hospital,0.992,1.4539,1.3812,0.9363,0.9465,0.7328,0.7058,44.95,40.87
SKU-0114,chain,0.992,1.3227,1.2565,0.6642,0.668,0.5069,0.4733,34.51,30.26
SKU-0114,independent,1.0,1.0995,1.0445,0.4063,0.4174,0.2267,0.1871,15.13,10.76
SKU-0115,total,1.0,39.8976,37.9027,21.018,21.5079,16.4482,15.6324,35.83,32.0
SKU-0115,hospital,1.0,14.8998,14.1548,8.1212,8.3306,6.1623,5.8851,34.74,31.15
SKU-0115,chain,1.0,15.7827,14.9936,8.1784,8.34,6.6103,6.2864,37.7,33.76
SKU-0115,independent,1.0,9.215,8.7543,4.7536,4.8703,3.6794,3.4997,35.12,31.41
SKU-0116,total,1.0,25.5821,24.303,11.2169,11.6095,8.016,7.555,25.24,22.18
SKU-0116,hospital,1.0,8.6792,8.2452,4.075,4.2443,2.6634,2.507,22.78,19.84
SKU-0116,chain,1.0,9.7646,9.2764,4.36,4.5473,2.8454,2.6694,21.8,18.91
SKU-0116,independent,1.0,7.1384,6.7814,2.9692,2.9898,2.5206,2.3786,36.08,32.29
SKU-0118,total,1.0,11.2614,10.6983,3.7295,3.809,2.9904,2.8185,26.51,23.67
SKU-0118,hospital,1.0,3.8808,3.6868,1.3865,1.4239,1.0803,1.0848,27.78,26.5
SKU-0118,chain,1.0,3.7709,3.5823,1.3625,1.3859,1.0996,1.0491,29.08,26.29
SKU-0118,independent,1.0,3.6097,3.4292,1.059,1.0744,0.8735,0.8106,24.84,21.86
SKU-0119,total,1.0,26.2617,24.9486,9.6645,9.7481,8.4985,8.014,34.38,30.82
SKU-0119,hospital,1.0,8.0763,7.6725,2.9232,2.9242,2.6389,2.4899,35.76,32.12
SKU-0119,chain,1.0,12.3383,11.7213,4.6342,4.6339,4.1918,3.9633,37.47,33.75
SKU-0119,independent,1.0,5.8471,5.5548,2.2027,2.2826,1.681,1.5971,28.11,25.27
SKU-0121,total,1.0,2.7039,2.5687,1.3467,1.3486,1.0045,0.9411,36.2,32.04
SKU-0121,hospital,0.99,1.0388,0.9868,0.2635,0.2705,0.1022,0.0807,6.42,4.15
SKU-0121,chain,0.99,1.2858,1.2215,0.565,0.5621,0.4308,0.3897,31.11,26.38
SKU-0121,independent,0.275,0.4109,0.3904,0.679,0.6783,0.5627,0.5534,66.1,67.79
SKU-0124,total,1.0,13.4549,12.7822,3.4248,3.2964,3.0079,2.7144,26.89,23.37
SKU-0124,hospital,1.0,5.707,5.4217,1.5543,1.5464,1.2855,1.1805,27.07,23.88
SKU-0124,chain,1.0,5.2085,4.9481,1.3275,1.242,1.2063,1.0797,29.96,26.03
SKU-0124,independent,1.0,2.5393,2.4124,0.6705,0.636,0.6075,0.542,27.61,23.65
SKU-0125,total,1.0,25.0536,23.801,11.2221,11.263,10.1699,9.7329,44.81,40.82
SKU-0125,hospital,1.0,6.5099,6.1844,2.9006,2.9576,2.4414,2.3279,37.88,34.24
SKU-0125,chain,1.0,10.7038,10.1686,4.7627,4.7354,4.4393,4.2526,49.52,45.3
SKU-0125,independent,1.0,7.84,7.448,3.6415,3.6518,3.2891,3.1524,46.41,42.35
SKU-0126,total,1.0,20.8143,19.7736,10.4314,10.6742,8.1245,7.7026,34.33,30.59
SKU-0126,hospital,1.0,6.7002,6.3652,3.5599,3.6577,2.623,2.4983,31.82,28.37
SKU-0126,chain,1.0,9.1552,8.6974,4.7083,4.7988,3.7679,3.5909,37.82,34.0
SKU-0126,independent,1.0,4.9588,4.7109,2.2115,2.2633,1.7475,1.6504,32.96,29.36
SKU-0127,total,1.0,26.2834,24.9693,11.1075,11.4422,8.8522,8.4272,30.94,27.77
SKU-0127,hospital,1.0,10.6721,10.1385,4.6192,4.7824,3.5282,3.3566,29.61,26.52
SKU-0127,chain,1.0,9.2114,8.7508,3.8643,3.9731,3.0933,2.944,32.17,28.95
SKU-0127,independent,1.0,6.3999,6.0799,2.6755,2.7356,2.2418,2.1352,32.87,29.56
SKU-0130,total,1.0,47.8351,45.4433,23.2252,23.5448,20.2687,19.388,42.44,38.48
SKU-0130,hospital,1.0,15.7773,14.9884,7.591,7.6649,6.7552,6.4647,45.0,40.9
SKU-0130,chain,1.0,16.1638,15.3556,7.9784,8.1247,6.7735,6.4759,40.55,36.68
SKU-0130,independent,1.0,15.894,15.0993,7.6856,7.7835,6.74,6.4474,42.35,38.39
SKU-0131,total,1.0,29.3465,27.8792,8.5885,9.0744,6.1848,6.0441,19.16,17.74
SKU-0131,hospital,1.0,12.796,12.1562,3.7677,3.9726,2.7319,2.6873,20.06,18.71
SKU-0131,chain,1.0,8.5867,8.1574,2.4371,2.5668,1.8122,1.7057,20.08,17.83
SKU-0131,independent,1.0,7.9638,7.5656,2.4331,2.5806,1.6905,1.7399,18.11,17.83
SKU-0132,total,1.0,29.2222,27.7611,9.985,10.6936,6.6772,7.0839,19.47,19.9
SKU-0132,hospital,1.0,12.9641,12.3159,4.4554,4.7717,2.9441,3.125,18.75,19.2
SKU-0132,chain,1.0,10.06,9.557,3.4343,3.6787,2.2588,2.4595,18.79,19.86
SKU-0132,independent,1.0,6.1981,5.8882,2.1503,2.2946,1.5177,1.5845,24.25,24.16
SKU-0134,total,1.0,3.6809,3.4968,1.3478,1.3652,1.009,0.9427,26.91,23.76
SKU-0134,hospital,0.988,1.24,1.178,0.4636,0.4642,0.3741,0.3385,27.26,23.06
SKU-0134,chain,0.988,1.3549,1.2871,0.7618,0.7726,0.595,0.5706,37.38,33.74
SKU-0134,independent,1.0,1.086,1.0317,0.2695,0.2698,0.1371,0.0885,10.68,5.67
SKU-0135,total,1.0,66.0584,62.7555,20.7213,21.2261,17.5739,16.4939,26.96,23.97
SKU-0135,hospital,1.0,29.645,28.1628,9.3328,9.5496,7.9379,7.4535,27.16,24.17
SKU-0135,chain,1.0,22.9498,21.8023,7.226,7.3891,6.1656,5.7945,27.41,24.42
SKU-0135,independent,1.0,13.4636,12.7904,4.2016,4.3257,3.4722,3.2826,25.99,23.29
SKU-0136,total,1.0,67.8722,64.4786,24.694,26.1617,17.3761,17.3076,21.28,20.13
SKU-0136,hospital,1.0,28.3332,26.9166,10.282,10.8939,7.239,7.2187,21.26,20.14
SKU-0136,chain,1.0,24.7937,23.554,9.0919,9.6399,6.3531,6.3792,21.14,20.2
SKU-0136,independent,1.0,14.7453,14.008,5.346,5.6522,3.8201,3.7201,22.05,20.27
SKU-0137,total,1.0,10.2983,9.7834,5.7546,5.9455,3.8149,3.6393,26.69,23.65
SKU-0137,hospital,1.0,4.4301,4.2086,2.051,2.1305,1.3329,1.2393,24.21,20.88
SKU-0137,chain,1.0,3.4056,3.2353,1.8473,1.9131,1.2391,1.181,26.29,23.27
SKU-0137,independent,1.0,2.4627,2.3395,1.8979,1.9422,1.278,1.236,33.73,30.34
SKU-0138,total,1.0,9.7869,9.2976,2.4808,2.3977,2.0584,1.8365,25.59,22.04
SKU-0138,hospital,1.0,4.0564,3.8536,1.1749,1.1386,0.9781,0.9242,29.49,26.71
SKU-0138,chain,1.0,2.7105,2.575,0.7946,0.778,0.6783,0.6583,29.09,26.9
SKU-0138,independent,0.992,3.0199,2.8689,0.7846,0.7629,0.5031,0.5392,20.28,20.54
SKU-0139,total,1.0,54.4125,51.6919,22.3474,21.3663,21.8945,20.724,58.65,53.57
SKU-0139,hospital,1.0,18.4402,17.5182,7.5796,7.2397,7.4258,7.0291,59.63,54.49
SKU-0139,chain,1.0,21.8833,20.7891,9.0662,8.6703,8.8839,8.4132,59.45,54.33
SKU-0139,independent,1.0,14.089,13.3846,5.7207,5.4763,5.5848,5.2817,56.66,51.68
SKU-0140,total,1.0,25.3182,24.0523,6.3182,6.33,5.3082,4.8555,23.7,20.73
SKU-0140,hospital,1.0,11.1304,10.5739,2.7431,2.7475,2.2857,2.1101,23.01,20.29
SKU-0140,chain,1.0,7.2957,6.9309,1.8255,1.8183,1.5319,1.4024,23.83,20.88
SKU-0140,independent,1.0,6.8922,6.5476,1.8394,1.853,1.5108,1.3906,26.84,23.75
SKU-0141,total,1.0,3.6277,3.4463,1.5804,1.6112,1.1252,1.0492,28.13,24.63
SKU-0141,hospital,0.986,1.2507,1.1882,0.7249,0.7383,0.508,0.4819,30.57,26.99
SKU-0141,chain,0.986,1.246,1.1837,0.6625,0.6714,0.4669,0.434,29.47,25.4
SKU-0141,independent,1.0,1.131,1.0745,0.3275,0.3308,0.2211,0.1784,16.81,12.19
SKU-0142,total,1.0,34.3325,32.6159,14.9573,15.6956,10.2207,10.0119,21.93,20.24
SKU-0142,hospital,1.0,12.9903,12.3408,5.7083,5.9947,3.8239,3.8441,21.34,20.43
SKU-0142,chain,1.0,11.7328,11.1462,5.1703,5.4299,3.4946,3.4105,21.73,19.93
SKU-0142,independent,1.0,9.6093,9.1289,4.1226,4.3124,2.9285,2.8168,23.66,21.31
SKU-0144,total,1.0,43.6194,41.4385,16.2529,17.2233,9.8146,9.8306,17.25,16.45
SKU-0144,hospital,1.0,12.2046,11.5944,4.6045,4.8858,2.6968,2.8769,16.73,17.43
SKU-0144,chain,1.0,16.6271,15.7958,6.1476,6.5121,3.7725,3.7078,17.39,16.18
SKU-0144,independent,1.0,14.7877,14.0483,5.5427,5.8648,3.4352,3.4524,18.34,17.54
SKU-0145,total,1.0,25.2901,24.0256,12.8422,13.0884,10.5416,10.0563,38.17,34.34
SKU-0145,hospital,1.0,8.1777,7.7688,4.4249,4.5053,3.6282,3.483,40.45,36.65
SKU-0145,chain,1.0,9.1524,8.6948,4.3538,4.4392,3.5823,3.4061,36.53,32.78
SKU-0145,independent,1.0,7.96,7.562,4.0777,4.1576,3.3316,3.1788,37.8,33.99
SKU-0146,total,1.0,15.4244,14.6532,6.8895,7.226,4.2596,4.1765,19.83,18.33
SKU-0146,hospital,1.0,4.3357,4.1189,1.6871,1.7713,1.0966,1.0067,20.26,17.18
SKU-0146,chain,1.0,6.528,6.2016,2.578,2.7058,1.6671,1.5494,19.37,16.6
SKU-0146,independent,1.0,4.5607,4.3327,2.6894,2.8034,1.761,1.807,25.84,25.55
SKU-0147,total,1.0,27.2543,25.8916,10.3704,10.7302,8.0228,7.594,26.64,23.74
SKU-0147,hospital,1.0,12.2519,11.6393,4.5506,4.6967,3.5646,3.363,27.15,24.15
SKU-0147,chain,1.0,10.1314,9.6249,4.0169,4.1752,2.9906,2.8352,25.14,22.35
SKU-0147,independent,1.0,4.871,4.6274,1.8441,1.8964,1.4775,1.4058,29.49,26.54
SKU-0149,total,1.0,10.8817,10.3376,4.3538,4.4814,3.3305,3.166,27.13,24.26
SKU-0149,hospital,1.0,4.831,4.5894,1.8665,1.9203,1.4411,1.3681,27.96,25.05
SKU-0149,chain,1.0,3.6074,3.4271,1.4559,1.5013,1.1119,1.0574,27.05,24.18
SKU-0149,independent,1.0,2.4433,2.3211,1.0692,1.0965,0.8169,0.7691,28.18,24.81
SKU-0151,total,1.0,55.0096,52.2591,15.1482,15.051,13.5894,12.4755,27.7,24.29
SKU-0151,hospital,1.0,16.6859,15.8516,4.5301,4.4915,4.0718,3.7357,27.61,24.22
SKU-0151,chain,1.0,26.1009,24.7959,7.1782,7.1086,6.4717,5.943,28.08,24.65
SKU-0151,independent,1.0,12.2227,11.6116,3.4724,3.4822,3.0532,2.8143,27.21,23.9
SKU-0152,total,1.0,19.8274,18.8361,7.8789,8.2972,5.0668,5.0727,20.01,19.05
SKU-0152,hospital,1.0,5.0664,4.8131,2.1405,2.252,1.3087,1.4097,19.55,20.62
SKU-0152,chain,1.0,8.4443,8.0221,3.494,3.6825,2.2892,2.263,20.76,19.41
SKU-0152,independent,1.0,6.3167,6.0008,2.325,2.4369,1.5789,1.4712,23.23,20.37
SKU-0154,total,1.0,39.8235,37.8324,15.1968,16.2377,9.7527,10.0595,18.34,18.23
SKU-0154,hospital,1.0,11.9101,11.3146,4.7194,5.0561,2.9186,3.3295,17.63,20.2
SKU-0154,chain,1.0,18.3514,17.4338,7.0354,7.5342,4.4672,4.817,17.9,18.96
SKU-0154,independent,1.0,9.5621,9.084,3.522,3.7191,2.5265,2.3968,22.68,20.19
SKU-0155,total,1.0,49.7408,47.2538,19.6615,19.2266,18.9549,18.0459,48.75,44.49
SKU-0155,hospital,1.0,17.7844,16.8952,7.1355,6.9807,6.8769,6.5529,49.47,45.17
SKU-0155,chain,1.0,16.4321,15.6105,6.4861,6.3582,6.2308,5.9298,48.23,43.99
SKU-0155,independent,1.0,15.5243,14.7481,6.0645,5.9128,5.8481,5.5632,48.81,44.53
SKU-0156,total,1.0,64.3464,61.129,21.8694,22.3531,19.1718,18.2564,31.08,28.1
SKU-0156,hospital,1.0,24.6996,23.4647,8.4061,8.5947,7.3468,6.9961,31.12,28.14
SKU-0156,chain,1.0,24.6058,23.3755,8.3976,8.5762,7.3742,7.0239,31.42,28.43
SKU-0156,independent,1.0,15.0409,14.2889,5.0961,5.212,4.4524,4.2387,30.84,27.87
SKU-0157,total,1.0,2.335,2.2182,2.0961,2.1479,1.2832,1.2682,30.14,27.99
SKU-0157,hospital,0.988,1.1066,1.0512,0.7847,0.8052,0.4452,0.4203,21.9,18.59
SKU-0157,chain,0.988,1.0679,1.0145,0.608,0.6262,0.3144,0.2836,16.15,12.48
SKU-0157,independent,0.448,0.3943,0.3746,0.7557,0.7611,0.6324,0.6303,66.83,68.49
SKU-0159,total,1.0,27.6689,26.2855,14.5528,15.1208,9.5556,9.0999,24.54,21.67
SKU-0159,hospital,1.0,8.1203,7.7143,4.3491,4.5098,2.9156,2.8505,26.4,24.29
SKU-0159,chain,1.0,10.3415,9.8244,5.3546,5.558,3.5699,3.4417,24.89,22.42
SKU-0159,independent,1.0,9.2071,8.7467,4.8942,5.0961,3.0814,3.0765,23.22,22.05
SKU-0160,total,1.0,38.186,36.2767,16.3179,16.684,13.4301,12.7033,33.74,30.15
SKU-0160,hospital,1.0,13.3561,12.6883,5.8722,6.0325,4.6582,4.4148,32.32,28.88
SKU-0160,chain,1.0,15.7121,14.9265,6.7197,6.8604,5.5722,5.2665,34.03,30.38
SKU-0160,independent,1.0,9.1178,8.6619,3.7629,3.8253,3.1997,3.0457,35.74,32.27
SKU-0161,total,1.0,31.4666,29.8932,9.9586,10.4703,7.4022,6.9025,20.98,18.34
SKU-0161,hospital,1.0,13.9377,13.2408,4.384,4.589,3.3504,3.1289,21.61,18.94
SKU-0161,chain,1.0,9.4859,9.0116,3.192,3.3899,2.1525,2.0017,19.44,16.88
SKU-0161,independent,1.0,8.043,7.6408,2.4467,2.548,1.9022,1.7729,22.23,19.51
SKU-0162,total,1.0,26.1261,24.8198,11.9185,12.1531,9.9142,9.4264,37.21,33.49
SKU-0162,hospital,1.0,9.2803,8.8163,4.0508,4.1108,3.4572,3.2895,38.54,34.81
SKU-0162,chain,1.0,9.5219,9.0458,4.2834,4.3356,3.7099,3.529,41.1,37.15
SKU-0162,independent,1.0,7.3239,6.9577,3.6765,3.7905,2.7471,2.6248,31.95,28.69
SKU-0163,total,1.0,29.7907,28.3011,11.3483,11.4191,9.9665,9.3915,35.55,31.84
SKU-0163,hospital,1.0,10.798,10.2581,4.1219,4.1547,3.5977,3.3926,34.75,31.11
SKU-0163,chain,1.0,11.4755,10.9017,4.3979,4.4434,3.8102,3.589,34.36,30.72
SKU-0163,independent,1.0,7.5172,7.1414,2.8757,2.8679,2.561,2.4139,40.54,36.55
SKU-0164,total,1.0,44.1072,41.9019,21.4061,21.8202,17.625,16.7302,37.85,33.93
SKU-0164,hospital,1.0,17.8831,16.9889,8.7057,8.8665,7.1966,6.8331,38.59,34.62
SKU-0164,chain,1.0,13.6808,12.9967,6.5963,6.7318,5.3817,5.1035,37.27,33.38
SKU-0164,independent,1.0,12.5434,11.9162,6.1313,6.2487,5.0467,4.7947,37.87,33.97
SKU-0165,total,1.0,32.2133,30.6026,10.2601,10.5946,8.0569,7.5055,24.14,21.22
SKU-0165,hospital,1.0,12.3833,11.7642,4.0754,4.1989,3.2061,2.9825,25.25,22.18
SKU-0165,chain,1.0,11.0732,10.5195,3.4332,3.5488,2.6931,2.5027,23.5,20.61
SKU-0165,independent,1.0,8.7568,8.319,2.8226,2.9159,2.168,2.0203,24.26,21.36
SKU-0166,total,1.0,15.6871,14.9028,4.3752,4.4737,3.3618,3.0633,22.21,19.2
SKU-0166,hospital,1.0,5.5352,5.2585,1.6521,1.7018,1.216,1.1023,23.77,20.53
SKU-0166,chain,1.0,5.1228,4.8666,1.4058,1.4437,0.9815,0.9695,21.63,20.37
SKU-0166,independent,1.0,5.0291,4.7777,1.434,1.4417,1.1738,1.1238,23.99,21.8
SKU-0167,total,1.0,27.9651,26.5668,16.3961,17.0694,10.5618,10.1947,24.2,21.68
SKU-0167,hospital,1.0,11.1925,10.6328,6.6032,6.8567,4.4033,4.2691,26.32,23.81
SKU-0167,chain,1.0,10.0572,9.5544,5.8152,6.0432,3.8747,3.7618,25.56,23.16
SKU-0167,independent,1.0,6.7153,6.3796,4.0339,4.2227,2.5354,2.7371,23.1,24.95
SKU-0169,total,1.0,48.026,45.6247,14.8558,15.0568,12.9015,12.0236,27.97,24.75
SKU-0169,hospital,1.0,20.9916,19.942,6.5254,6.6407,5.5822,5.2061,27.32,24.16
SKU-0169,chain,1.0,18.0173,17.1164,5.4942,5.5642,4.7705,4.4348,27.95,24.68
SKU-0169,independent,1.0,9.0171,8.5663,2.8726,2.8883,2.5495,2.3897,29.98,26.7
SKU-0170,total,1.0,22.5379,21.411,8.6566,8.3201,8.27,7.7941,49.18,44.61
SKU-0170,hospital,1.0,6.4755,6.1517,2.5912,2.491,2.4779,2.3399,52.77,48.0
SKU-0170,chain,1.0,8.4414,8.0193,3.3763,3.2702,3.1921,3.0121,49.71,45.09
SKU-0170,independent,1.0,7.621,7.24,2.7391,2.609,2.6102,2.4463,47.05,42.55
SKU-0171,total,1.0,27.9803,26.5813,6.7256,6.7349,5.609,5.103,22.47,19.54
SKU-0171,hospital,1.0,8.5289,8.1024,2.0839,2.0844,1.7148,1.5478,23.07,19.96
SKU-0171,chain,1.0,11.6703,11.0868,2.7725,2.7736,2.3037,2.0866,22.46,19.48
SKU-0171,independent,1.0,7.7811,7.3921,1.9319,1.9394,1.6084,1.4772,22.69,19.87
